"LANG","ITEM","skflavor","suflavor","nsflavor","npiflavor","fciflavor","nqflavor","type"
"fl121","fl121-4",0,1,1,1,1,0,"artificial"
"fl121","fl121-5",1,0,0,0,1,1,"artificial"
"fl121","fl121-6",1,1,1,1,1,0,"artificial"
"fl121","fl121-7",0,1,0,1,1,1,"artificial"
"fl122","fl122-1",0,1,1,0,0,0,"artificial"
"fl122","fl122-2",1,1,1,0,1,0,"artificial"
"fl122","fl122-3",1,0,1,1,0,1,"artificial"
"fl122","fl122-4",0,0,1,0,1,0,"artificial"
"fl122","fl122-5",1,1,0,1,1,1,"artificial"
"fl122","fl122-6",0,0,0,1,0,0,"artificial"
"fl123","fl123-1",1,1,0,1,0,1,"artificial"
"fl123","fl123-2",0,1,0,1,0,1,"artificial"
"fl123","fl123-3",0,1,1,1,1,1,"artificial"
"fl123","fl123-4",1,0,0,1,1,1,"artificial"
"fl123","fl123-5",0,0,0,1,0,0,"artificial"
"fl123","fl123-6",0,1,0,0,1,0,"artificial"
"fl124","fl124-1",0,1,0,1,0,0,"artificial"
"fl124","fl124-2",0,0,1,1,0,0,"artificial"
"fl125","fl125-1",1,0,1,0,1,1,"artificial"
"fl125","fl125-2",1,0,1,0,0,0,"artificial"
"fl125","fl125-3",0,1,0,0,0,0,"artificial"
"fl125","fl125-4",0,0,0,0,1,1,"artificial"
"fl126","fl126-1",0,1,0,1,1,1,"artificial"
"fl127","fl127-1",0,0,1,0,1,1,"artificial"
"fl127","fl127-2",1,0,1,0,1,0,"artificial"
"fl128","fl128-1",1,1,0,1,1,1,"artificial"
"fl128","fl128-2",1,1,1,0,1,0,"artificial"
"fl128","fl128-3",1,0,1,1,1,1,"artificial"
"fl128","fl128-4",1,1,1,1,1,0,"artificial"
"fl129","fl129-1",0,0,1,1,0,1,"artificial"
"fl129","fl129-2",1,0,1,0,1,1,"artificial"
"fl129","fl129-3",1,0,0,1,1,0,"artificial"
"fl129","fl129-4",1,1,1,1,0,1,"artificial"
"fl129","fl129-5",0,0,1,0,0,0,"artificial"
"fl129","fl129-6",1,0,1,1,0,1,"artificial"
"fl129","fl129-7",0,0,1,0,1,0,"artificial"
"fl130","fl130-1",0,1,0,1,0,0,"artificial"
"fl130","fl130-2",1,1,0,0,1,0,"artificial"
"fl130","fl130-3",0,1,0,0,0,1,"artificial"
"fl130","fl130-4",1,0,0,1,1,1,"artificial"
"fl130","fl130-5",0,1,0,0,0,0,"artificial"
"fl131","fl131-1",0,1,0,0,0,1,"artificial"
"fl131","fl131-2",0,1,0,0,1,0,"artificial"
"fl132","fl132-1",0,0,0,0,1,0,"artificial"
"fl132","fl132-2",0,0,1,1,1,1,"artificial"
"fl132","fl132-3",0,0,0,0,1,1,"artificial"
"fl133","fl133-1",1,0,1,1,1,1,"artificial"
"fl133","fl133-2",1,1,0,1,0,0,"artificial"
"fl133","fl133-3",1,1,0,0,1,0,"artificial"
"fl133","fl133-4",1,1,1,1,0,1,"artificial"
"fl133","fl133-5",0,1,1,0,1,1,"artificial"
"fl133","fl133-6",0,0,1,0,1,0,"artificial"
"fl133","fl133-7",1,0,0,0,1,0,"artificial"
"fl134","fl134-1",1,0,1,1,1,1,"artificial"
"fl134","fl134-2",1,0,0,0,1,0,"artificial"
"fl134","fl134-3",0,0,1,0,0,0,"artificial"
"fl135","fl135-1",0,1,0,0,0,0,"artificial"
"fl135","fl135-2",1,1,1,1,1,0,"artificial"
"fl135","fl135-3",1,1,0,1,1,0,"artificial"
"fl135","fl135-4",0,1,0,0,0,0,"artificial"
"fl135","fl135-5",0,0,0,1,1,0,"artificial"
"fl135","fl135-6",1,1,1,1,1,1,"artificial"
"fl136","fl136-1",1,0,1,1,1,1,"artificial"
"fl136","fl136-2",1,0,0,0,0,1,"artificial"
"fl136","fl136-3",0,0,1,0,1,1,"artificial"
"fl137","fl137-1",1,0,1,1,0,1,"artificial"
"fl137","fl137-2",0,1,0,0,0,1,"artificial"
"fl137","fl137-3",0,1,1,1,0,1,"artificial"
"fl137","fl137-4",0,1,0,0,0,0,"artificial"
"fl137","fl137-5",0,1,1,1,0,0,"artificial"
"fl137","fl137-6",0,0,1,1,1,0,"artificial"
"fl137","fl137-7",1,0,1,1,1,1,"artificial"
"fl138","fl138-1",1,1,0,1,0,0,"artificial"
"fl138","fl138-2",0,1,0,0,0,1,"artificial"
"fl138","fl138-3",1,0,1,1,1,0,"artificial"
"fl138","fl138-4",0,0,1,1,1,1,"artificial"
"fl138","fl138-5",1,0,0,0,0,1,"artificial"
"fl138","fl138-6",0,1,0,1,0,1,"artificial"
"fl139","fl139-1",0,1,1,1,1,1,"artificial"
"fl139","fl139-2",1,1,1,0,1,1,"artificial"
"fl139","fl139-3",1,1,0,0,0,0,"artificial"
"fl139","fl139-4",0,0,0,1,0,0,"artificial"
"fl140","fl140-1",0,1,1,0,0,0,"artificial"
"fl140","fl140-2",0,0,0,0,1,0,"artificial"
"fl140","fl140-3",1,0,1,0,1,0,"artificial"
"fl141","fl141-1",0,0,0,1,1,1,"artificial"
"fl142","fl142-1",1,1,1,0,1,1,"artificial"
"fl142","fl142-2",1,1,0,0,1,0,"artificial"
"fl142","fl142-3",1,1,1,1,0,1,"artificial"
"fl142","fl142-4",1,1,0,0,0,0,"artificial"
"fl142","fl142-5",0,1,1,1,1,1,"artificial"
"fl143","fl143-1",0,0,1,1,1,1,"artificial"
"fl144","fl144-1",1,1,1,1,0,0,"artificial"
"fl144","fl144-2",1,0,1,1,1,0,"artificial"
"fl144","fl144-3",0,0,1,1,0,1,"artificial"
"fl144","fl144-4",1,0,0,0,0,1,"artificial"
"fl144","fl144-5",0,1,0,1,0,1,"artificial"
"fl144","fl144-6",0,0,0,1,0,0,"artificial"
"fl145","fl145-1",0,1,1,0,0,1,"artificial"
"fl145","fl145-2",1,0,0,0,0,1,"artificial"
"fl145","fl145-3",0,1,0,1,1,1,"artificial"
"fl145","fl145-4",0,1,0,1,0,0,"artificial"
"fl145","fl145-5",0,0,0,1,1,1,"artificial"
"fl146","fl146-1",1,1,0,0,1,0,"artificial"
"fl146","fl146-2",1,1,1,1,1,0,"artificial"
"fl147","fl147-1",0,0,0,0,0,1,"artificial"
"fl147","fl147-2",0,1,1,1,0,1,"artificial"
"fl147","fl147-3",0,0,1,0,1,1,"artificial"
"fl147","fl147-4",1,0,0,1,1,1,"artificial"
"fl147","fl147-5",0,0,1,1,1,0,"artificial"
"fl147","fl147-6",0,1,0,1,1,1,"artificial"
"fl147","fl147-7",0,1,1,0,1,1,"artificial"
"fl148","fl148-1",0,0,0,1,0,0,"artificial"
"fl148","fl148-2",1,1,0,1,1,0,"artificial"
"fl148","fl148-3",0,1,1,1,0,1,"artificial"
"fl148","fl148-4",0,1,1,1,1,1,"artificial"
"fl148","fl148-5",1,0,1,1,1,1,"artificial"
"fl148","fl148-6",1,1,0,0,1,1,"artificial"
"fl149","fl149-1",0,1,0,0,0,0,"artificial"
"fl149","fl149-2",1,0,0,1,0,1,"artificial"
"fl150","fl150-1",1,0,1,0,1,1,"artificial"
"fl150","fl150-2",0,1,0,0,1,1,"artificial"
"fl150","fl150-3",0,1,1,0,1,1,"artificial"
"fl150","fl150-4",0,0,1,1,1,1,"artificial"
"fl150","fl150-5",0,0,1,1,1,0,"artificial"
"fl151","fl151-1",1,0,1,1,0,0,"artificial"
"fl151","fl151-2",1,1,1,1,0,1,"artificial"
"fl151","fl151-3",0,1,1,1,1,1,"artificial"
"fl151","fl151-4",0,0,1,0,1,0,"artificial"
"fl151","fl151-5",1,0,0,0,1,0,"artificial"
"fl151","fl151-6",0,1,1,0,1,1,"artificial"
"fl151","fl151-7",0,1,1,1,1,0,"artificial"
"fl152","fl152-1",1,0,0,1,0,0,"artificial"
"fl152","fl152-2",1,0,1,0,0,0,"artificial"
"fl152","fl152-3",1,0,1,0,1,1,"artificial"
"fl152","fl152-4",0,0,0,1,1,1,"artificial"
"fl152","fl152-5",1,0,1,0,1,0,"artificial"
"fl152","fl152-6",1,1,1,1,0,1,"artificial"
"fl153","fl153-1",1,1,1,1,0,1,"artificial"
"fl153","fl153-2",0,0,1,1,0,1,"artificial"
"fl154","fl154-1",1,1,0,1,0,1,"artificial"
"fl154","fl154-2",1,0,1,0,0,1,"artificial"
"fl154","fl154-3",0,1,0,1,1,1,"artificial"
"fl154","fl154-4",0,1,0,1,1,1,"artificial"
"fl154","fl154-5",1,0,1,1,0,1,"artificial"
"fl154","fl154-6",1,0,1,0,1,1,"artificial"
"fl154","fl154-7",1,1,0,0,0,1,"artificial"
"fl155","fl155-1",1,1,1,1,1,0,"artificial"
"fl155","fl155-2",1,0,1,0,1,1,"artificial"
"fl155","fl155-3",0,1,0,0,0,1,"artificial"
"fl155","fl155-4",1,0,1,0,1,1,"artificial"
"fl155","fl155-5",0,0,0,1,1,0,"artificial"
"fl155","fl155-6",1,1,1,1,0,0,"artificial"
"fl155","fl155-7",1,0,1,0,0,0,"artificial"
"fl156","fl156-1",1,1,1,1,0,0,"artificial"
"fl156","fl156-2",0,0,1,1,1,1,"artificial"
"fl156","fl156-3",1,1,0,0,0,1,"artificial"
"fl156","fl156-4",0,1,0,1,1,1,"artificial"
"fl156","fl156-5",1,0,0,0,1,0,"artificial"
"fl156","fl156-6",0,1,1,1,0,1,"artificial"
"fl157","fl157-1",0,1,0,1,0,1,"artificial"
"fl157","fl157-2",0,0,1,1,1,1,"artificial"
"fl157","fl157-3",1,0,0,1,0,0,"artificial"
"fl157","fl157-4",1,0,1,0,1,1,"artificial"
"fl158","fl158-1",0,1,1,0,0,1,"artificial"
"fl158","fl158-2",1,1,0,0,1,1,"artificial"
"fl158","fl158-3",1,1,0,0,0,1,"artificial"
"fl158","fl158-4",1,0,0,0,0,0,"artificial"
"fl158","fl158-5",0,0,0,1,0,0,"artificial"
"fl159","fl159-1",0,1,0,0,1,1,"artificial"
"fl159","fl159-2",1,0,1,1,0,0,"artificial"
"fl160","fl160-1",0,0,1,0,1,0,"artificial"
"fl160","fl160-2",1,1,0,0,1,0,"artificial"
"fl160","fl160-3",0,0,0,1,1,0,"artificial"
"fl160","fl160-4",0,0,1,1,1,0,"artificial"
"fl161","fl161-1",0,0,1,1,1,0,"artificial"
"fl161","fl161-2",0,0,0,1,1,0,"artificial"
"fl161","fl161-3",1,0,1,1,1,1,"artificial"
"fl161","fl161-4",0,1,1,0,1,0,"artificial"
"fl161","fl161-5",0,1,1,1,0,0,"artificial"
"fl161","fl161-6",0,1,1,0,1,1,"artificial"
"fl162","fl162-1",0,0,1,1,1,0,"artificial"
"fl162","fl162-2",1,0,1,0,0,0,"artificial"
"fl162","fl162-3",1,0,1,0,0,0,"artificial"
"fl163","fl163-1",0,1,1,1,0,0,"artificial"
"fl163","fl163-2",0,1,0,1,1,0,"artificial"
"fl163","fl163-3",1,0,0,0,1,0,"artificial"
"fl164","fl164-1",1,0,0,0,0,0,"artificial"
"fl164","fl164-2",0,1,1,1,0,1,"artificial"
"fl164","fl164-3",1,0,1,1,0,1,"artificial"
"fl164","fl164-4",1,0,1,1,1,0,"artificial"
"fl164","fl164-5",1,1,1,0,0,1,"artificial"
"fl165","fl165-1",0,1,0,0,0,1,"artificial"
"fl165","fl165-2",1,1,1,1,0,1,"artificial"
"fl165","fl165-3",1,0,0,0,0,1,"artificial"
"fl165","fl165-4",0,1,1,1,0,0,"artificial"
"fl166","fl166-1",0,0,1,0,1,0,"artificial"
"fl166","fl166-2",1,0,0,1,0,0,"artificial"
"fl166","fl166-3",1,1,1,1,0,1,"artificial"
"fl167","fl167-1",0,0,1,0,0,0,"artificial"
"fl167","fl167-2",0,1,0,1,0,0,"artificial"
"fl168","fl168-1",1,0,1,0,1,0,"artificial"
"fl168","fl168-2",0,0,0,1,0,0,"artificial"
"fl168","fl168-3",1,1,1,0,0,0,"artificial"
"fl168","fl168-4",0,1,1,1,1,0,"artificial"
"fl169","fl169-1",0,0,1,0,1,0,"artificial"
"fl169","fl169-2",0,0,1,0,0,0,"artificial"
"fl169","fl169-3",1,0,0,1,0,1,"artificial"
"fl170","fl170-1",0,0,1,1,1,1,"artificial"
"fl170","fl170-2",0,0,0,1,1,1,"artificial"
"fl171","fl171-1",1,1,0,1,0,1,"artificial"
"fl172","fl172-1",1,1,0,0,1,0,"artificial"
"fl172","fl172-2",0,1,0,0,1,1,"artificial"
"fl173","fl173-1",1,0,1,1,1,0,"artificial"
"fl173","fl173-2",0,1,0,0,0,1,"artificial"
"fl173","fl173-3",1,1,0,0,0,0,"artificial"
"fl173","fl173-4",1,0,0,0,1,0,"artificial"
"fl173","fl173-5",0,0,0,1,0,1,"artificial"
"fl173","fl173-6",0,0,1,1,1,1,"artificial"
"fl173","fl173-7",0,0,1,1,1,1,"artificial"
"fl174","fl174-1",0,0,0,1,1,0,"artificial"
"fl175","fl175-1",0,0,0,1,0,0,"artificial"
"fl175","fl175-2",0,1,1,0,1,0,"artificial"
"fl175","fl175-3",1,1,1,1,1,1,"artificial"
"fl175","fl175-4",0,1,0,1,0,1,"artificial"
"fl175","fl175-5",0,0,1,1,1,1,"artificial"
"fl176","fl176-1",1,0,1,1,1,0,"artificial"
"fl176","fl176-2",0,1,0,0,1,0,"artificial"
"fl176","fl176-3",1,1,0,0,1,1,"artificial"
"fl176","fl176-4",1,0,1,0,0,0,"artificial"
"fl176","fl176-5",1,0,1,0,1,1,"artificial"
"fl176","fl176-6",0,0,1,0,0,1,"artificial"
"fl177","fl177-1",1,0,1,0,0,0,"artificial"
"fl177","fl177-2",1,0,1,0,1,0,"artificial"
"fl177","fl177-3",1,0,0,0,1,1,"artificial"
"fl177","fl177-4",1,0,1,1,1,0,"artificial"
"fl177","fl177-5",1,1,0,1,1,0,"artificial"
"fl178","fl178-1",0,1,1,0,1,1,"artificial"
"fl178","fl178-2",1,0,0,1,1,0,"artificial"
"fl179","fl179-1",1,0,0,1,0,0,"artificial"
"fl179","fl179-2",1,1,0,0,1,0,"artificial"
"fl180","fl180-1",1,1,0,1,1,0,"artificial"
"fl180","fl180-2",0,0,1,1,1,0,"artificial"
"fl180","fl180-3",0,1,1,0,0,1,"artificial"
"fl180","fl180-4",0,1,0,1,1,1,"artificial"
"fl180","fl180-5",1,0,0,1,0,0,"artificial"
"fl180","fl180-6",0,1,0,0,0,1,"artificial"
"fl180","fl180-7",1,1,1,1,0,0,"artificial"
"fl181","fl181-1",1,1,1,1,0,0,"artificial"
"fl181","fl181-2",0,0,1,0,0,1,"artificial"
"fl181","fl181-3",0,0,0,0,1,0,"artificial"
"fl181","fl181-4",1,0,1,1,0,0,"artificial"
"fl181","fl181-5",0,1,0,0,1,1,"artificial"
"fl182","fl182-1",1,0,1,1,0,0,"artificial"
"fl182","fl182-2",0,1,1,0,0,1,"artificial"
"fl182","fl182-3",1,1,0,0,0,1,"artificial"
"fl183","fl183-1",1,1,1,1,1,1,"artificial"
"fl183","fl183-2",0,0,0,0,1,1,"artificial"
"fl183","fl183-3",0,1,0,1,0,1,"artificial"
"fl183","fl183-4",0,1,1,1,1,0,"artificial"
"fl183","fl183-5",1,0,1,1,1,0,"artificial"
"fl184","fl184-1",1,0,0,0,1,1,"artificial"
"fl184","fl184-2",1,0,1,0,1,1,"artificial"
"fl184","fl184-3",0,1,1,0,1,0,"artificial"
"fl184","fl184-4",0,1,0,0,1,0,"artificial"
"fl184","fl184-5",1,1,1,1,0,1,"artificial"
"fl184","fl184-6",1,1,1,1,1,1,"artificial"
"fl185","fl185-1",0,1,1,1,1,1,"artificial"
"fl185","fl185-2",1,1,0,1,1,0,"artificial"
"fl185","fl185-3",0,0,1,0,0,0,"artificial"
"fl185","fl185-4",1,0,1,1,1,0,"artificial"
"fl185","fl185-5",1,0,1,0,1,1,"artificial"
"fl185","fl185-6",1,1,0,1,0,1,"artificial"
"fl186","fl186-1",0,0,0,1,0,0,"artificial"
"fl187","fl187-1",0,1,0,0,0,0,"artificial"
"fl187","fl187-2",1,0,0,1,0,1,"artificial"
"fl187","fl187-3",0,0,1,1,0,1,"artificial"
"fl187","fl187-4",1,0,1,0,1,1,"artificial"
"fl187","fl187-5",0,1,0,0,1,1,"artificial"
"fl187","fl187-6",0,0,0,1,1,0,"artificial"
"fl188","fl188-1",0,0,0,1,1,0,"artificial"
"fl188","fl188-2",0,0,0,0,0,1,"artificial"
"fl188","fl188-3",0,0,0,0,1,0,"artificial"
"fl189","fl189-1",0,1,1,1,0,0,"artificial"
"fl189","fl189-2",0,0,0,0,1,1,"artificial"
"fl189","fl189-3",0,0,1,0,0,0,"artificial"
"fl189","fl189-4",0,0,0,1,0,1,"artificial"
"fl189","fl189-5",0,1,1,0,0,0,"artificial"
"fl190","fl190-1",1,1,1,1,1,1,"artificial"
"fl190","fl190-2",1,0,0,1,1,1,"artificial"
"fl190","fl190-3",1,1,0,1,1,0,"artificial"
"fl190","fl190-4",1,1,1,1,1,1,"artificial"
"fl191","fl191-1",0,1,0,0,1,0,"artificial"
"fl191","fl191-2",1,1,0,1,0,0,"artificial"
"fl191","fl191-3",1,1,0,1,0,0,"artificial"
"fl191","fl191-4",0,0,0,0,1,0,"artificial"
"fl191","fl191-5",0,0,0,1,0,0,"artificial"
"fl191","fl191-6",0,0,0,0,1,0,"artificial"
"fl191","fl191-7",0,0,0,1,1,1,"artificial"
"fl192","fl192-1",1,1,1,1,1,0,"artificial"
"fl192","fl192-2",1,1,1,1,0,1,"artificial"
"fl192","fl192-3",0,0,0,1,1,1,"artificial"
"fl192","fl192-4",1,1,1,1,1,1,"artificial"
"fl193","fl193-1",0,1,0,1,1,1,"artificial"
"fl193","fl193-2",0,1,0,1,0,1,"artificial"
"fl193","fl193-3",1,0,1,1,1,0,"artificial"
"fl194","fl194-1",1,0,0,0,1,0,"artificial"
"fl195","fl195-1",0,1,1,0,1,0,"artificial"
"fl196","fl196-1",0,0,0,1,1,0,"artificial"
"fl197","fl197-1",0,0,1,0,0,0,"artificial"
"fl197","fl197-2",1,1,0,0,1,1,"artificial"
"fl198","fl198-1",1,0,0,0,1,0,"artificial"
"fl199","fl199-1",0,1,0,0,0,0,"artificial"
"fl199","fl199-2",0,1,0,0,0,0,"artificial"
"fl199","fl199-3",1,1,0,1,0,0,"artificial"
"fl199","fl199-4",0,1,0,1,1,0,"artificial"
"fl199","fl199-5",0,1,1,0,1,0,"artificial"
"fl199","fl199-6",1,0,1,1,0,1,"artificial"
"fl200","fl200-1",0,1,0,0,1,1,"artificial"
"fl200","fl200-2",1,0,1,0,1,0,"artificial"
"fl200","fl200-3",0,1,0,0,0,1,"artificial"
"fl200","fl200-4",0,1,1,0,1,1,"artificial"
"fl200","fl200-5",1,1,1,0,1,0,"artificial"
"fl200","fl200-6",0,0,0,0,1,1,"artificial"
"fl200","fl200-7",1,0,1,1,0,1,"artificial"
"fl201","fl201-1",1,1,0,1,0,1,"artificial"
"fl201","fl201-2",1,0,1,1,0,0,"artificial"
"fl202","fl202-1",0,0,1,1,0,0,"artificial"
"fl202","fl202-2",0,0,1,0,0,1,"artificial"
"fl203","fl203-1",1,1,1,0,1,1,"artificial"
"fl203","fl203-2",0,0,1,0,0,1,"artificial"
"fl203","fl203-3",0,0,1,0,0,1,"artificial"
"fl203","fl203-4",1,0,0,1,0,0,"artificial"
"fl203","fl203-5",1,0,0,1,1,1,"artificial"
"fl204","fl204-1",1,1,1,1,0,0,"artificial"
"fl204","fl204-2",1,1,1,1,0,1,"artificial"
"fl204","fl204-3",0,1,0,1,1,0,"artificial"
"fl204","fl204-4",0,1,0,1,1,0,"artificial"
"fl204","fl204-5",1,1,0,1,0,1,"artificial"
"fl205","fl205-1",0,0,1,0,1,0,"artificial"
"fl205","fl205-2",0,0,0,1,0,0,"artificial"
"fl205","fl205-3",0,1,1,1,0,0,"artificial"
"fl205","fl205-4",0,1,0,0,1,1,"artificial"
"fl206","fl206-1",1,0,1,0,0,0,"artificial"
"fl206","fl206-2",1,1,0,1,1,1,"artificial"
"fl206","fl206-3",1,0,0,1,0,1,"artificial"
"fl206","fl206-4",0,1,0,0,0,1,"artificial"
"fl206","fl206-5",0,1,1,1,1,0,"artificial"
"fl206","fl206-6",0,0,1,0,0,1,"artificial"
"fl207","fl207-1",0,1,0,0,0,1,"artificial"
"fl207","fl207-2",1,0,0,1,1,0,"artificial"
"fl207","fl207-3",1,1,0,1,0,1,"artificial"
"fl207","fl207-4",1,1,0,1,1,1,"artificial"
"fl207","fl207-5",0,0,0,0,1,0,"artificial"
"fl208","fl208-1",1,1,1,0,1,1,"artificial"
"fl208","fl208-2",0,1,0,0,1,0,"artificial"
"fl208","fl208-3",1,0,0,1,1,1,"artificial"
"fl208","fl208-4",1,0,0,0,0,0,"artificial"
"fl208","fl208-5",1,1,0,1,1,0,"artificial"
"fl208","fl208-6",1,1,0,1,1,1,"artificial"
"fl209","fl209-1",0,0,1,0,0,1,"artificial"
"fl209","fl209-2",1,0,1,0,1,1,"artificial"
"fl209","fl209-3",1,0,1,1,1,0,"artificial"
"fl210","fl210-1",0,0,0,1,0,1,"artificial"
"fl210","fl210-2",0,1,1,1,1,0,"artificial"
"fl210","fl210-3",0,1,0,0,1,0,"artificial"
"fl210","fl210-4",1,0,0,0,0,0,"artificial"
"fl211","fl211-1",1,0,1,1,1,1,"artificial"
"fl211","fl211-2",0,1,0,0,0,1,"artificial"
"fl211","fl211-3",0,1,0,0,1,1,"artificial"
"fl211","fl211-4",0,0,1,1,0,1,"artificial"
"fl211","fl211-5",0,0,1,1,0,1,"artificial"
"fl212","fl212-1",1,1,0,0,1,1,"artificial"
"fl212","fl212-2",1,0,1,0,1,1,"artificial"
"fl212","fl212-3",1,1,0,1,0,1,"artificial"
"fl212","fl212-4",0,1,0,0,0,0,"artificial"
"fl212","fl212-5",1,0,1,0,0,0,"artificial"
"fl213","fl213-1",1,0,1,1,1,1,"artificial"
"fl213","fl213-2",1,0,1,0,1,0,"artificial"
"fl214","fl214-1",1,0,0,0,1,1,"artificial"
"fl214","fl214-2",0,1,1,1,0,0,"artificial"
"fl214","fl214-3",0,1,1,0,1,0,"artificial"
"fl214","fl214-4",0,1,0,1,1,0,"artificial"
"fl214","fl214-5",0,0,1,1,0,1,"artificial"
"fl214","fl214-6",0,1,0,1,1,1,"artificial"
"fl214","fl214-7",1,1,0,0,0,0,"artificial"
"fl215","fl215-1",1,0,0,0,1,0,"artificial"
"fl215","fl215-2",1,1,1,0,1,1,"artificial"
"fl215","fl215-3",0,1,1,0,0,1,"artificial"
"fl215","fl215-4",1,0,0,0,0,0,"artificial"
"fl216","fl216-1",1,0,0,0,1,1,"artificial"
"fl216","fl216-2",0,0,1,0,0,0,"artificial"
"fl216","fl216-3",0,0,1,1,0,0,"artificial"
"fl216","fl216-4",1,0,0,0,0,1,"artificial"
"fl216","fl216-5",0,0,1,0,1,1,"artificial"
"fl216","fl216-6",0,0,0,0,1,0,"artificial"
"fl217","fl217-1",1,0,0,1,1,0,"artificial"
"fl217","fl217-2",1,1,0,1,1,0,"artificial"
"fl217","fl217-3",1,1,1,1,1,0,"artificial"
"fl218","fl218-1",1,0,0,0,1,1,"artificial"
"fl218","fl218-2",1,1,1,0,1,0,"artificial"
"fl218","fl218-3",1,1,0,1,1,0,"artificial"
"fl218","fl218-4",1,1,0,0,1,1,"artificial"
"fl218","fl218-5",1,1,0,0,0,0,"artificial"
"fl218","fl218-6",1,0,1,1,1,1,"artificial"
"fl219","fl219-1",0,1,1,0,0,0,"artificial"
"fl219","fl219-2",0,1,0,0,0,1,"artificial"
"fl219","fl219-3",0,0,1,0,0,0,"artificial"
"fl219","fl219-4",0,1,1,1,0,1,"artificial"
"fl219","fl219-5",1,1,1,1,1,0,"artificial"
"fl220","fl220-1",0,0,1,0,1,1,"artificial"
"fl220","fl220-2",0,0,0,1,0,0,"artificial"
"fl221","fl221-1",1,1,0,0,0,0,"artificial"
"fl221","fl221-2",1,0,0,1,0,0,"artificial"
"fl221","fl221-3",0,0,0,0,1,1,"artificial"
"fl221","fl221-4",1,0,1,1,0,1,"artificial"
"fl221","fl221-5",1,0,0,0,0,1,"artificial"
"fl221","fl221-6",1,1,0,1,1,0,"artificial"
"fl221","fl221-7",0,0,1,0,1,1,"artificial"
"fl222","fl222-1",1,0,0,0,1,0,"artificial"
"fl222","fl222-2",0,1,1,0,0,0,"artificial"
"fl222","fl222-3",1,0,0,1,1,1,"artificial"
"fl222","fl222-4",0,1,1,1,0,0,"artificial"
"fl222","fl222-5",0,1,0,0,0,1,"artificial"
"fl222","fl222-6",1,1,0,0,0,1,"artificial"
"fl222","fl222-7",0,0,1,1,0,0,"artificial"
"fl223","fl223-1",0,1,1,1,0,1,"artificial"
"fl223","fl223-2",1,0,1,1,1,0,"artificial"
"fl223","fl223-3",1,1,1,0,0,0,"artificial"
"fl223","fl223-4",1,1,1,0,0,0,"artificial"
"fl223","fl223-5",1,1,1,1,1,0,"artificial"
"fl223","fl223-6",1,0,1,0,1,0,"artificial"
"fl224","fl224-1",1,1,1,1,0,1,"artificial"
"fl224","fl224-2",1,0,0,1,0,1,"artificial"
"fl224","fl224-3",1,1,1,0,0,1,"artificial"
"fl224","fl224-4",1,1,0,1,1,1,"artificial"
"fl224","fl224-5",0,0,0,0,0,1,"artificial"
"fl224","fl224-6",1,1,0,1,1,0,"artificial"
"fl225","fl225-1",0,0,0,1,0,1,"artificial"
"fl226","fl226-1",0,0,0,1,0,1,"artificial"
"fl226","fl226-2",0,0,1,1,1,1,"artificial"
"fl226","fl226-3",0,0,1,1,1,0,"artificial"
"fl226","fl226-4",1,0,0,0,1,0,"artificial"
"fl226","fl226-5",1,0,0,1,1,1,"artificial"
"fl227","fl227-1",1,0,1,1,0,1,"artificial"
"fl227","fl227-2",0,1,1,0,0,0,"artificial"
"fl228","fl228-1",0,0,1,1,1,1,"artificial"
"fl228","fl228-2",1,1,1,1,1,1,"artificial"
"fl228","fl228-3",1,1,1,0,0,0,"artificial"
"fl229","fl229-1",1,1,1,1,0,1,"artificial"
"fl230","fl230-1",1,0,0,0,0,1,"artificial"
"fl230","fl230-2",1,1,0,0,1,1,"artificial"
"fl230","fl230-3",1,0,0,0,0,0,"artificial"
"fl231","fl231-1",1,0,0,1,0,0,"artificial"
"fl231","fl231-2",1,0,1,1,1,0,"artificial"
"fl231","fl231-3",1,0,1,0,0,1,"artificial"
"fl231","fl231-4",1,0,0,1,1,0,"artificial"
"fl231","fl231-5",0,0,0,1,0,1,"artificial"
"fl231","fl231-6",1,0,0,0,0,0,"artificial"
"fl232","fl232-1",1,1,1,0,0,1,"artificial"
"fl232","fl232-2",0,1,0,1,1,1,"artificial"
"fl232","fl232-3",1,1,0,1,0,1,"artificial"
"fl232","fl232-4",1,0,1,0,0,0,"artificial"
"fl232","fl232-5",0,0,1,1,0,0,"artificial"
"fl232","fl232-6",0,1,1,1,0,1,"artificial"
"fl233","fl233-1",1,0,0,1,0,1,"artificial"
"fl233","fl233-2",1,0,1,1,0,0,"artificial"
"fl233","fl233-3",0,1,0,0,0,0,"artificial"
"fl233","fl233-4",0,1,0,1,0,0,"artificial"
"fl233","fl233-5",1,1,1,0,1,0,"artificial"
"fl234","fl234-1",1,1,0,1,1,0,"artificial"
"fl234","fl234-2",0,1,0,0,0,0,"artificial"
"fl234","fl234-3",0,0,0,1,0,1,"artificial"
"fl235","fl235-1",0,1,1,1,1,1,"artificial"
"fl235","fl235-2",1,1,0,1,1,1,"artificial"
"fl236","fl236-1",0,1,1,0,0,1,"artificial"
"fl236","fl236-2",1,1,0,0,1,1,"artificial"
"fl236","fl236-3",0,1,0,0,1,0,"artificial"
"fl237","fl237-1",0,1,0,1,1,1,"artificial"
"fl237","fl237-2",1,0,0,1,0,1,"artificial"
"fl238","fl238-1",0,0,0,1,1,0,"artificial"
